column_int,column_float,column_string,column_date,column_timestamp,column_bool
968,16.83,Self-enabling,2022-11-25,2020-09-17 00:47:34,false
184,782.36,Streamlined,2022-01-09,2022-12-23 04:54:06,false
408,896.83,Adaptive,2022-09-02,2023-07-31 00:10:23,true
860,797.78,clear-thinking,2022-06-24,2022-12-22 07:03:06,true
847,427.09,Universal,2020-08-16,2020-11-09 11:24:30,false
136,879.94,tertiary,2021-12-22,2023-05-11 21:56:06,false
177,742.25,encompassing,2021-05-27,2021-11-23 06:35:28,true
473,284.49,policy,2022-01-04,2022-05-31 05:44:30,false
772,837.29,Fully-configurable,2020-11-27,2022-02-20 04:07:53,true
294,394.83,standardization,2023-02-07,2022-07-21 08:50:37,false
355,410.34,leading edge,2022-10-13,2020-11-25 00:08:24,true
851,972.44,extranet,2023-04-27,2022-02-09 00:11:24,false
43,744.33,Fundamental,2022-06-08,2020-09-18 05:06:46,false
811,813.37,conglomeration,2021-09-26,2021-08-10 07:52:19,true
358,825.78,intranet,2023-01-16,2023-02-11 03:49:31,true
524,230.22,uniform,2022-06-27,2023-07-23 12:40:16,true
66,921.84,function,2020-12-19,2020-09-17 19:46:42,true
562,396.4,Switchable,2022-11-22,2022-08-13 20:00:38,true
162,700.21,installation,2023-03-11,2022-06-03 13:17:42,true
811,495.77,Centralized,2022-08-11,2021-03-22 02:53:41,true
913,747.85,contextually-based,2021-04-26,2021-12-19 04:24:44,false
160,899.52,Quality-focused,2022-05-09,2023-04-29 22:40:44,false
602,769.14,Sharable,2022-09-16,2021-07-18 08:16:49,true
103,573.56,Enterprise-wide,2021-01-18,2022-07-18 18:04:58,false
624,228.43,installation,2022-01-07,2021-12-19 01:22:08,true
449,673.51,Organized,2022-11-16,2021-04-12 07:41:04,true
684,423.36,Triple-buffered,2022-03-06,2023-04-05 03:33:11,true
365,951.74,Upgradable,2022-05-27,2023-03-11 21:36:55,false
615,675.13,Graphic Interface,2022-07-01,2023-07-31 07:17:50,true
292,316.24,foreground,2020-09-05,2023-04-10 10:25:18,false
919,779.0,encoding,2023-01-05,2021-08-15 10:15:26,false
729,837.28,uniform,2022-10-20,2020-12-18 10:30:49,true
553,316.87,discrete,2021-04-22,2020-11-16 06:58:23,true
975,995.51,tangible,2023-03-15,2020-11-10 13:49:27,true
261,259.98,Self-enabling,2020-09-24,2020-12-02 15:01:37,true
948,394.65,maximized,2022-06-25,2020-10-05 12:30:25,false
322,186.23,solution,2023-01-06,2021-09-22 04:19:48,true
592,51.77,encoding,2023-08-13,2020-08-19 02:07:03,true
524,624.56,composite,2020-11-16,2022-10-13 06:26:10,true
591,77.1,cohesive,2021-10-15,2023-04-06 19:57:58,false
854,104.43,orchestration,2023-02-05,2022-03-31 03:19:13,false
917,126.44,product,2020-11-23,2021-08-12 20:39:42,false
886,715.49,tertiary,2023-01-16,2021-03-12 23:40:57,false
679,807.64,systematic,2021-12-05,2023-04-13 11:23:43,false
355,20.84,optimizing,2022-11-29,2021-03-18 07:00:41,true
762,678.63,project,2023-07-10,2021-11-17 09:34:15,true
454,349.1,frame,2022-04-26,2021-06-30 03:14:26,false
226,97.47,incremental,2022-12-11,2022-09-01 02:12:04,false
27,576.12,monitoring,2022-03-28,2021-09-02 23:10:16,true
551,469.39,eco-centric,2021-04-04,2022-12-19 05:12:48,true
722,911.54,bifurcated,2022-08-24,2023-04-19 14:27:46,true
928,706.29,Open-architected,2020-09-20,2022-03-25 21:07:07,false
800,441.03,encryption,2020-11-07,2023-07-30 04:47:40,false
224,161.38,Diverse,2023-03-18,2021-08-06 06:37:42,false
816,405.84,cohesive,2023-06-28,2022-08-22 11:11:33,false
359,457.35,5th generation,2023-05-25,2022-03-13 06:53:42,true
579,677.55,Assimilated,2021-11-27,2021-11-12 00:58:39,true
583,349.14,Organized,2021-05-28,2021-11-29 14:28:22,true
649,216.05,moratorium,2022-04-23,2021-10-02 19:59:59,true
466,624.31,task-force,2022-05-25,2021-10-11 21:24:28,true
768,321.69,contingency,2021-08-28,2021-02-07 01:05:25,true
607,807.74,high-level,2022-01-26,2020-09-04 12:13:35,true
965,265.57,concept,2022-10-23,2023-01-25 18:34:57,false
618,898.39,productivity,2023-04-11,2021-02-24 08:11:47,false
43,523.28,impactful,2022-07-07,2022-04-29 02:13:56,true
749,930.05,disintermediate,2023-06-10,2021-08-01 09:28:22,true
795,508.45,Polarised,2021-10-26,2023-01-26 17:11:04,true
384,700.84,attitude,2021-04-15,2021-06-12 13:05:28,false
154,689.92,didactic,2022-03-14,2022-03-05 23:52:07,false
1,54.3,Re-engineered,2022-01-09,2021-10-02 01:25:59,true
494,247.31,hierarchy,2023-02-08,2021-09-06 19:16:07,true
143,954.39,radical,2023-02-05,2023-06-25 19:40:46,true
438,676.07,uniform,2021-10-26,2021-11-02 07:56:36,true
159,751.64,client-driven,2020-11-25,2020-11-11 13:42:31,true
577,928.96,Team-oriented,2021-01-05,2023-03-21 05:15:53,true
103,471.78,Cross-platform,2023-06-13,2022-12-29 02:08:51,false
384,564.48,Integrated,2022-05-21,2023-02-02 22:21:09,true
133,192.2,Multi-channelled,2022-03-12,2022-04-10 04:03:18,true
984,268.52,success,2022-06-29,2022-02-20 23:48:01,false
239,472.95,synergy,2021-08-30,2021-03-10 09:20:08,true
29,334.51,hardware,2022-04-19,2023-02-26 04:22:08,true
261,553.4,portal,2022-12-13,2022-07-07 08:41:12,false
277,310.3,Intuitive,2021-05-05,2023-03-26 12:44:32,true
14,768.72,methodical,2023-01-17,2021-09-05 20:25:11,true
676,782.22,user-facing,2021-01-19,2022-01-12 09:41:51,false
620,832.77,cohesive,2021-02-25,2020-08-16 05:57:41,true
918,307.64,groupware,2022-09-09,2022-10-14 06:28:38,true
767,686.41,Organized,2022-12-16,2021-08-01 19:00:24,true
601,82.61,Phased,2020-08-30,2021-05-19 09:00:37,false
243,49.8,access,2021-01-24,2021-05-20 18:48:52,false
411,696.65,intangible,2020-11-13,2023-07-23 22:38:56,false
629,665.95,Balanced,2022-07-31,2022-12-27 20:23:00,true
857,244.75,incremental,2021-08-05,2021-05-09 04:48:07,false
690,273.36,Programmable,2021-02-11,2023-04-16 00:03:21,false
442,455.93,Networked,2022-12-30,2021-01-08 01:42:46,false
147,124.9,Profit-focused,2023-04-12,2021-05-19 18:59:44,true
742,975.35,contingency,2021-07-05,2022-06-13 18:09:57,false
535,201.23,superstructure,2022-05-21,2022-02-03 21:10:17,true
689,133.75,Down-sized,2020-09-12,2023-07-06 02:44:05,false
621,721.78,moratorium,2023-01-02,2020-08-18 22:00:58,true
653,637.09,artificial intelligence,2023-04-13,2021-09-24 23:47:16,true
438,867.74,national,2020-12-03,2021-01-29 19:45:44,false
954,717.5,upward-trending,2021-12-23,2021-07-06 23:54:21,false
206,524.1,Graphical User Interface,2023-07-20,2023-08-08 04:58:18,false
425,436.65,impactful,2023-05-03,2021-03-10 09:29:17,false
747,56.03,homogeneous,2022-03-07,2021-07-23 04:59:41,false
580,636.58,optimizing,2020-12-30,2022-08-11 09:36:55,true
309,125.83,core,2020-12-20,2022-07-05 15:59:21,false
178,830.7,Operative,2023-04-07,2022-02-25 14:52:00,true
689,6.28,Reactive,2023-02-15,2021-05-23 20:37:53,false
291,523.79,Expanded,2021-07-04,2020-11-14 21:35:21,true
249,448.38,knowledge base,2021-08-20,2020-11-04 06:46:44,false
238,248.92,focus group,2021-09-10,2023-08-08 08:39:29,false
723,785.73,productivity,2023-04-11,2022-09-05 12:37:15,false
282,578.38,flexibility,2023-04-26,2023-06-20 14:50:35,false
907,731.16,well-modulated,2023-02-02,2021-04-04 02:00:40,true
231,178.89,analyzer,2022-06-28,2022-01-14 01:13:04,true
527,925.36,project,2020-09-02,2021-07-17 04:47:40,false
605,350.89,multi-state,2022-11-15,2020-10-24 07:02:40,false
615,556.69,neural-net,2022-06-16,2023-03-12 17:59:48,false
178,378.57,6th generation,2022-11-14,2022-07-15 09:39:41,true
957,169.17,standardization,2022-06-15,2023-04-07 18:13:29,true
981,717.98,throughput,2021-04-20,2022-07-21 06:12:36,false
189,948.41,hardware,2023-03-27,2021-01-28 00:22:15,false
449,748.0,Self-enabling,2021-02-25,2022-09-23 01:44:46,false
104,753.83,Secured,2021-12-25,2021-08-07 00:43:42,true
382,310.83,analyzing,2020-09-22,2022-08-10 12:50:30,true
576,223.35,artificial intelligence,2022-03-29,2020-12-10 13:41:43,false
50,148.38,Secured,2022-04-06,2023-03-20 17:39:08,true
383,61.42,application,2023-03-11,2023-01-18 11:01:32,true
662,44.67,Profit-focused,2020-11-14,2020-09-09 17:18:28,false
990,356.85,background,2022-10-01,2021-09-19 07:04:12,true
96,924.33,Phased,2023-03-09,2022-02-09 03:33:29,true
613,451.66,hierarchy,2021-06-28,2021-08-17 01:08:58,true
821,528.29,background,2021-03-30,2023-02-11 12:38:22,false
364,98.05,workforce,2020-09-30,2021-07-01 03:12:39,false
403,559.51,Versatile,2020-11-11,2022-01-13 15:24:27,true
534,805.65,time-frame,2021-04-11,2020-11-11 23:08:49,false
408,888.82,Upgradable,2022-08-20,2022-01-27 00:20:08,true
576,741.0,executive,2023-05-18,2023-08-10 09:47:14,false
688,670.45,Reactive,2020-09-21,2021-02-13 18:31:28,false
321,655.34,grid-enabled,2021-01-30,2022-04-18 23:36:10,false
606,161.65,Multi-lateral,2021-11-28,2022-12-23 21:01:27,true
556,206.38,Robust,2022-06-05,2023-03-28 04:44:26,true
253,596.93,emulation,2021-10-15,2020-10-04 20:51:57,false
513,356.52,Pre-emptive,2021-05-02,2021-01-23 16:18:19,true
46,119.05,well-modulated,2022-07-04,2023-06-22 10:40:08,false
356,328.43,explicit,2022-02-04,2023-04-09 00:49:41,true
914,659.97,protocol,2022-04-27,2022-01-19 23:02:24,false
712,946.61,4th generation,2021-04-21,2021-01-04 05:20:51,true
183,926.18,strategy,2022-12-27,2021-09-14 01:33:22,false
654,831.67,Seamless,2022-04-16,2021-04-10 01:54:31,false
584,404.89,Implemented,2021-08-22,2022-09-21 01:16:51,true
882,532.22,Phased,2022-08-07,2021-12-23 04:47:39,true
205,293.26,web-enabled,2022-06-16,2020-11-28 15:55:24,false
365,976.64,Distributed,2021-05-13,2021-12-03 01:41:07,false
926,81.14,Exclusive,2023-07-12,2020-12-15 03:57:07,false
498,819.61,policy,2022-03-10,2020-12-07 15:21:09,false
165,545.54,flexibility,2023-03-23,2022-11-15 04:11:32,true
180,895.88,open architecture,2022-04-09,2020-10-21 20:07:53,false
617,781.78,Organic,2022-10-31,2021-09-01 17:45:26,false
409,591.47,analyzer,2022-09-02,2021-04-22 01:21:58,true
605,132.16,Sharable,2021-12-03,2023-02-28 17:08:40,false
716,141.83,Expanded,2022-10-29,2023-05-09 22:02:38,true
249,194.86,extranet,2021-01-19,2020-12-13 04:21:00,true
235,179.99,Horizontal,2020-12-09,2021-08-12 04:45:04,false
917,243.63,Multi-channelled,2022-05-08,2021-09-23 11:38:10,false
708,423.97,Future-proofed,2021-04-29,2023-04-02 15:02:51,false
259,894.82,Visionary,2022-12-24,2021-12-07 20:18:29,false
21,765.58,approach,2021-11-04,2022-10-19 07:15:52,true
667,456.77,multi-state,2021-04-04,2021-01-10 19:05:47,false
692,33.49,user-facing,2021-09-25,2021-06-17 03:43:46,false
280,473.53,Triple-buffered,2020-09-04,2021-07-01 00:29:27,false
886,336.9,product,2022-03-31,2022-07-11 00:06:11,false
898,43.26,task-force,2023-06-21,2023-02-18 20:47:31,false
493,926.36,forecast,2021-12-01,2021-06-24 03:27:18,false
321,597.61,implementation,2021-04-09,2021-11-17 19:07:17,false
811,336.6,toolset,2021-06-16,2022-06-04 15:45:06,true
898,509.51,middleware,2022-12-09,2022-08-23 12:50:16,true
127,560.62,User-centric,2023-05-16,2021-09-07 14:42:32,false
249,83.04,modular,2023-03-19,2022-10-11 00:11:56,true
839,557.26,tertiary,2020-11-08,2022-12-19 18:18:13,false
609,908.26,attitude,2021-02-09,2021-07-22 10:21:12,true
293,824.59,system-worthy,2023-02-21,2021-12-24 15:41:54,true
603,554.45,Re-engineered,2021-09-09,2021-07-02 19:54:07,true
425,493.86,framework,2023-05-20,2023-02-15 13:01:59,false
330,528.69,well-modulated,2022-02-08,2022-04-01 08:35:10,true
655,154.03,web-enabled,2023-05-01,2022-12-10 13:17:42,false
188,495.97,interactive,2020-11-06,2022-06-19 20:35:15,true
22,744.28,paradigm,2022-12-11,2022-01-06 21:37:44,true
541,539.25,contextually-based,2021-05-17,2023-06-14 00:56:57,false
632,199.85,Balanced,2022-09-13,2022-12-14 06:25:00,false
326,928.76,Multi-channelled,2021-11-19,2022-01-11 23:03:07,false
239,48.97,customer loyalty,2023-04-22,2022-04-09 19:05:43,true
82,832.69,Realigned,2023-08-08,2021-08-14 03:15:14,false
558,647.08,database,2021-10-29,2021-08-26 21:36:00,true
970,531.26,challenge,2020-10-04,2020-09-19 11:59:11,false
707,257.1,hierarchy,2020-11-22,2020-09-26 13:34:52,false
941,856.71,User-centric,2022-07-14,2021-03-12 19:16:37,true
86,635.65,intangible,2023-07-10,2023-05-06 22:18:09,false
559,660.09,scalable,2022-08-07,2022-10-15 13:34:58,false
18,469.65,high-level,2020-08-31,2022-07-07 14:36:18,true
477,431.34,24 hour,2021-07-17,2022-09-01 13:09:04,true
157,541.5,full-range,2021-01-23,2021-01-11 09:34:05,true
289,338.64,open architecture,2023-04-18,2020-11-07 18:44:43,false
344,744.09,Reverse-engineered,2023-06-17,2022-02-07 07:13:57,true
379,571.02,zero tolerance,2023-01-01,2023-05-15 15:03:10,false
461,152.37,4th generation,2020-08-23,2022-12-30 22:34:55,false
821,488.76,Reactive,2022-04-22,2021-03-09 09:01:25,true
520,619.66,zero tolerance,2022-12-20,2020-09-25 13:34:05,true
911,816.73,Adaptive,2022-05-11,2021-04-07 23:21:39,false
670,962.85,motivating,2020-12-05,2023-05-03 18:17:53,false
871,864.17,background,2022-09-24,2021-04-25 20:03:10,true
208,35.13,Sharable,2022-02-18,2023-05-15 07:25:46,true
454,615.17,productivity,2023-04-26,2021-08-15 19:36:49,true
109,192.13,info-mediaries,2021-06-23,2021-08-25 07:13:21,false
169,784.17,scalable,2023-07-05,2023-02-12 15:33:35,false
810,917.2,Sharable,2021-01-14,2023-07-01 10:24:56,false
245,114.72,Diverse,2022-02-28,2020-11-17 20:49:19,false
489,3.0,Reverse-engineered,2022-07-20,2020-09-21 18:52:22,false
377,776.93,benchmark,2021-07-31,2021-06-27 00:16:00,false
501,490.07,implementation,2020-10-05,2022-07-19 19:43:00,false
226,557.29,orchestration,2022-11-29,2021-07-01 04:30:49,false
948,958.97,core,2021-08-28,2023-04-12 07:09:34,true
516,297.16,Phased,2022-02-08,2023-04-16 07:53:53,true
284,366.75,motivating,2020-11-30,2020-09-30 21:13:33,true
949,150.27,systemic,2020-10-14,2023-02-14 07:08:30,true
256,639.65,array,2023-03-29,2021-07-09 08:52:30,false
469,884.43,attitude,2022-12-25,2022-01-28 05:34:29,false
403,551.48,strategy,2022-07-13,2020-09-09 17:52:26,false
102,152.95,asynchronous,2021-08-21,2022-05-05 09:03:03,false
61,453.78,transitional,2023-07-04,2022-08-29 16:21:56,true
279,971.31,emulation,2020-11-21,2023-03-08 16:30:22,false
644,375.09,hybrid,2022-09-06,2022-03-04 18:00:37,false
445,156.88,Future-proofed,2022-07-21,2022-02-14 15:08:33,false
404,810.64,solution,2023-05-05,2022-09-02 07:10:46,true
34,742.19,mobile,2021-07-31,2023-01-02 04:17:37,true
483,837.17,orchestration,2023-08-11,2020-10-28 15:44:30,true
569,848.93,Expanded,2021-10-20,2022-03-07 10:06:52,false
669,460.67,Monitored,2021-10-30,2022-09-03 21:23:00,false
682,153.31,project,2021-06-07,2022-03-03 15:42:09,false
249,100.82,fault-tolerant,2020-11-25,2023-07-31 09:50:19,true
365,598.74,executive,2021-01-02,2020-11-27 04:44:23,true
844,26.74,Horizontal,2023-07-01,2020-09-19 13:50:24,true
324,48.27,Implemented,2021-01-06,2020-11-28 22:15:35,true
227,557.14,homogeneous,2023-04-01,2023-08-09 12:15:53,false
981,917.72,analyzer,2022-02-23,2021-12-24 22:34:03,false
933,206.2,non-volatile,2022-05-10,2021-05-02 02:40:53,false
191,965.35,task-force,2021-05-31,2023-01-18 13:16:03,false
621,726.47,interactive,2020-10-23,2022-06-19 22:14:03,false
739,468.8,Assimilated,2021-11-20,2021-09-18 02:19:21,true
621,438.04,client-server,2022-05-28,2022-07-23 06:09:16,true
116,90.14,optimizing,2020-09-17,2023-04-03 10:45:47,true
282,774.81,extranet,2020-08-28,2023-05-20 01:58:25,true
427,586.63,portal,2020-09-20,2023-06-20 23:34:05,true
261,872.81,Team-oriented,2021-03-13,2023-06-20 13:11:30,true
581,646.56,User-friendly,2020-08-27,2020-09-18 22:20:56,false
216,400.84,uniform,2022-05-16,2022-04-09 07:29:51,true
82,679.99,De-engineered,2022-01-28,2022-07-13 20:24:30,true
404,490.28,Assimilated,2020-12-09,2021-10-07 09:33:59,true
543,4.88,Distributed,2021-06-18,2021-01-21 03:20:32,true
245,68.91,capacity,2022-07-10,2022-03-21 04:43:34,false
83,829.58,encoding,2022-02-20,2022-06-14 00:16:17,true
199,73.89,paradigm,2022-02-26,2021-02-06 09:57:25,true
434,308.73,Virtual,2022-04-24,2023-06-21 04:40:25,false
1,153.23,Business-focused,2023-03-16,2021-04-06 00:44:39,false
626,736.08,well-modulated,2022-12-01,2022-05-27 14:04:31,false
268,625.99,complexity,2023-03-13,2023-06-12 14:55:41,false
988,176.2,function,2020-11-13,2023-08-13 09:23:44,true
98,449.7,content-based,2023-04-08,2021-03-21 00:50:55,true
85,254.93,success,2020-09-30,2022-02-23 07:26:21,false
490,998.46,object-oriented,2022-11-24,2022-12-06 06:37:38,false
982,555.91,Innovative,2021-01-22,2023-05-28 13:51:10,true
104,777.01,Extended,2021-09-08,2023-01-25 10:45:22,true
421,79.85,utilisation,2022-11-09,2022-11-09 11:50:45,false
116,158.9,background,2020-12-15,2020-12-19 04:02:59,true
891,634.1,fresh-thinking,2021-07-23,2021-07-07 05:48:02,false
